X : 1 if unit j processes task i starting at time t
    Size=1015, Index=X_index
    Key                      : Lower : Value : Upper : Fixed : Stale : Domain
           ('Mix', 'Mix', 0) :     0 :   0.0 :     1 : False :  True : Binary
         (0.1, 'D') :   0.0 : 0.593226636666151 :   1.9 : False :  True : NonNegativeReals
    (0.105168, 'B') :  0.05 : 0.681521551048948 :   1.0 : False :  True : NonNegativeReals
    (0.105168, 'C') :  0.05 : 0.681521551048948 :   1.0 : False :  True : NonNegativeReals
    (0.105168, 'D') :   0.0 : 0.636956897902093 :   1.9 : False :  True : NonNegativeReals
    (0.121498, 'B') :  0.05 : 0.614409274121702 :   1.0 : False :  True : NonNegativeReals
    (0.121498, 'C') :  0.05 : 0.614409274121702 :   1.0 : False :  True : NonNegativeReals
    (0.121498, 'D') :   0.0 : 0.771181451756583 :   1.9 : False :  True : NonNegativeReals
    (0.133333, 'B') :  0.05 : 0.568527278021944 :   1.0 : False :  True : NonNegativeReals
    (0.133333, 'C') :  0.05 : 0.568527278021944 :   1.0 : False :  True : NonNegativeReals
    (0.133333, 'D') :   0.0 : 0.862945443956096 :   1.9 : False :  True : NonNegativeReals
    (0.138501, 'B') :  0.05 : 0.549413181298302 :   1.0 : False :  True : NonNegativeReals
    (0.138501, 'C') :  0.05 : 0.549413181298302 :   1.0 : False :  True : NonNegativeReals
    (0.138501, 'D') :   0.0 :  0.90117363740338 :   1.9 : False :  True : NonNegativeReals
    (0.154832, 'B') :  0.05 : 0.492990657971052 :   1.0 : False :  True : NonNegativeReals
    (0.154832, 'C') :  0.05 : 0.492990657971052 :   1.0 : False :  True : NonNegativeReals
    (0.154832, 'D') :   0.0 : 1.014018684057878 :   1.9 : False :  True : NonNegativeReals
    (0.166667, 'B') :  0.05 : 0.455867040828159 :   1.0 : False :  True : NonNegativeReals
    (0.166667, 'C') :  0.05 : 0.455867040828159 :   1.0 : False :  True : NonNegativeReals
    (0.166667, 'D') :   0.0 : 1.088265918343661 :   1.9 : False :  True : NonNegativeReals
    (0.171835, 'B') :  0.05 : 0.440652023858816 :   1.0 : False :  True : NonNegativeReals
    (0.171835, 'C') :  0.05 : 0.440652023858816 :   1.0 : False :  True : NonNegativeReals
    (0.171835, 'D') :   0.0 : 1.118695952282347 :   1.9 : False :  True : NonNegativeReals
    (0.188165, 'B') :  0.05 :  0.39631119331441 :   1.0 : False :  True : NonNegativeReals
    (0.188165, 'C') :  0.05 :  0.39631119331441 :   1.0 : False :  True : NonNegativeReals
    (0.188165, 'D') :   0.0 : 1.207377613371158 :   1.9 : False :  True : NonNegativeReals
         (0.2, 'B') :  0.05 : 0.367553485562872 :   1.0 : False :  True : NonNegativeReals
         (0.2, 'C') :  0.05 : 0.367553485562872 :   1.0 : False :  True : NonNegativeReals
         (0.2, 'D') :   0.0 : 1.264893028874231 :   1.9 : False :  True : NonNegativeReals
    (0.205168, 'B') :  0.05 : 0.355842519912588 :   1.0 : False :  True : NonNegativeReals
    (0.205168, 'C') :  0.05 : 0.355842519912588 :   1.0 : False :  True : NonNegativeReals
    (0.205168, 'D') :   0.0 : 1.288314960174799 :   1.9 : False :  True : NonNegativeReals
    (0.221498, 'B') :  0.05 : 0.322104379081588 :   1.0 : False :  True : NonNegativeReals
    (0.221498, 'C') :  0.05 : 0.322104379081588 :   1.0 : False :  True : NonNegativeReals
    (0.221498, 'D') :   0.0 : 1.355791241836798 :   1.9 : False :  True : NonNegativeReals
    (0.233333, 'B') :  0.05 : 0.300488461792386 :   1.0 : False :  True : NonNegativeReals
    (0.233333, 'C') :  0.05 : 0.300488461792386 :   1.0 : False :  True : NonNegativeReals
    (0.233333, 'D') :   0.0 : 1.399023076415199 :   1.9 : False :  True : NonNegativeReals
    (0.238501, 'B') :  0.05 : 0.291727108744836 :   1.0 : False :  True : NonNegativeReals
    (0.238501, 'C') :  0.05 : 0.291727108744836 :   1.0 : False :  True : NonNegativeReals
    (0.238501, 'D') :   0.0 : 1.416545782510299 :   1.9 : False :  True : NonNegativeReals
    (0.254832, 'B') :  0.05 : 0.266446831872795 :   1.0 : False :  True : NonNegativeReals
    (0.254832, 'C') :  0.05 : 0.266446831872795 :   1.0 : False :  True : NonNegativeReals
    (0.254832, 'D') :   0.0 :  1.46710633625438 :   1.9 : False :  True : NonNegativeReals
    (0.266667, 'B') :  0.05 : 0.250169827000524 :   1.0 : False :  True : NonNegativeReals
    (0.266667, 'C') :  0.05 : 0.250169827000524 :   1.0 : False :  True : NonNegativeReals
    (0.266667, 'D') :   0.0 : 1.499660345998919 :   1.9 : False :  True : NonNegativeReals
    (0.271835, 'B') :  0.05 :  0.24354515570765 :   1.0 : False :  True : NonNegativeReals
    (0.271835, 'C') :  0.05 :  0.24354515570765 :   1.0 : False :  True : NonNegativeReals
    (0.271835, 'D') :   0.0 : 1.512909688584667 :   1.9 : False :  True : NonNegativeReals
    (0.288165, 'B') :  0.05 : 0.224299636095428 :   1.0 : False :  True : NonNegativeReals
    (0.288165, 'C') :  0.05 : 0.224299636095427 :   1.0 : False :  True : NonNegativeReals
    (0.288165, 'D') :   0.0 : 1.551400727809111 :   1.9 : False :  True : NonNegativeReals
         (0.3, 'B') :  0.05 : 0.211804796306523 :   1.0 : False :  True : NonNegativeReals
         (0.3, 'C') :  0.05 : 0.211804796306523 :   1.0 : False :  True : NonNegativeReals
         (0.3, 'D') :   0.0 : 1.576390407386917 :   1.9 : False :  True : NonNegativeReals
    (0.305168, 'B') :  0.05 : 0.206695000873827 :   1.0 : False :  True : NonNegativeReals
    (0.305168, 'C') :  0.05 : 0.206695000873827 :   1.0 : False :  True : NonNegativeReals
    (0.305168, 'D') :   0.0 :  1.58660999825231 :   1.9 : False :  True : NonNegativeReals
    (0.321498, 'B') :  0.05 : 0.191836463510346 :   1.0 : False :  True : NonNegativeReals
    (0.321498, 'C') :  0.05 : 0.191836463510346 :   1.0 : False :  True : NonNegativeReals
    (0.321498, 'D') :   0.0 : 1.616327072979269 :   1.9 : False :  True : NonNegativeReals
    (0.333333, 'B') :  0.05 : 0.182177018337752 :   1.0 : False :  True : NonNegativeReals
    (0.333333, 'C') :  0.05 : 0.182177018337752 :   1.0 : False :  True : NonNegativeReals
    (0.333333, 'D') :   0.0 : 1.635645963324454 :   1.9 : False :  True : NonNegativeReals
    (0.338501, 'B') :  0.05 : 0.178222266886705 :   1.0 : False :  True : NonNegativeReals
    (0.338501, 'C') :  0.05 : 0.178222266886705 :   1.0 : False :  True : NonNegativeReals
    (0.338501, 'D') :   0.0 : 1.643555466226549 :   1.9 : False :  True : NonNegativeReals
    (0.354832, 'B') :  0.05 : 0.166662448563612 :   1.0 : False :  True : NonNegativeReals
    (0.354832, 'C') :  0.05 : 0.166662448563612 :   1.0 : False :  True : NonNegativeReals
    (0.354832, 'D') :   0.0 : 1.666675102872734 :   1.9 : False :  True : NonNegativeReals
    (0.366667, 'B') :  0.05 :  0.15908457236681 :   1.0 : False :  True : NonNegativeReals
    (0.366667, 'C') :  0.05 :  0.15908457236681 :   1.0 : False :  True : NonNegativeReals
    (0.366667, 'D') :   0.0 : 1.681830855266335 :   1.9 : False :  True : NonNegativeReals
    (0.371835, 'B') :  0.05 : 0.155965714726172 :   1.0 : False :  True : NonNegativeReals
    (0.371835, 'C') :  0.05 : 0.155965714726172 :   1.0 : False :  True : NonNegativeReals
    (0.371835, 'D') :   0.0 : 1.688068570547612 :   1.9 : False :  True : NonNegativeReals
    (0.388165, 'B') :  0.05 : 0.146779149022897 :   1.0 : False :  True : NonNegativeReals
    (0.388165, 'C') :  0.05 : 0.146779149022897 :   1.0 : False :  True : NonNegativeReals
    (0.388165, 'D') :   0.0 : 1.706441701954161 :   1.9 : False :  True : NonNegativeReals
         (0.4, 'B') :  0.05 : 0.140701597733857 :   1.0 : False :  True : NonNegativeReals
         (0.4, 'C') :  0.05 : 0.140701597733857 :   1.0 : False :  True : NonNegativeReals
         (0.4, 'D') :   0.0 : 1.718596804532238 :   1.9 : False :  True : NonNegativeReals
    (0.405168, 'B') :  0.05 : 0.138187311262468 :   1.0 : False :  True : NonNegativeReals
    (0.405168, 'C') :  0.05 : 0.138187311262468 :   1.0 : False :  True : NonNegativeReals
    (0.405168, 'D') :   0.0 : 1.723625377475017 :   1.9 : False :  True : NonNegativeReals
    (0.421498, 'B') :  0.05 : 0.130770930902072 :   1.0 : False :  True : NonNegativeReals
    (0.421498, 'C') :  0.05 : 0.130770930902072 :   1.0 : False :  True : NonNegativeReals
    (0.421498, 'D') :   0.0 : 1.738458138195807 :   1.9 : False :  True : NonNegativeReals
    (0.433333, 'B') :  0.05 : 0.125858764035356 :   1.0 : False :  True : NonNegativeReals
    (0.433333, 'C') :  0.05 : 0.125858764035356 :   1.0 : False :  True : NonNegativeReals
    (0.433333, 'D') :   0.0 : 1.748282471929235 :   1.9 : False :  True : NonNegativeReals
    (0.438501, 'B') :  0.05 : 0.123825641130588 :   1.0 : False :  True : NonNegativeReals
    (0.438501, 'C') :  0.05 : 0.123825641130588 :   1.0 : False :  True : NonNegativeReals
    (0.438501, 'D') :   0.0 : 1.752348717738772 :   1.9 : False :  True : NonNegativeReals
    (0.454832, 'B') :  0.05 : 0.117807160852464 :   1.0 : False :  True : NonNegativeReals
    (0.454832, 'C') :  0.05 : 0.117807160852464 :   1.0 : False :  True : NonNegativeReals
    (0.454832, 'D') :   0.0 : 1.764385678295017 :   1.9 : False :  True : NonNegativeReals
    (0.466667, 'B') :  0.05 : 0.113796846438526 :   1.0 : False :  True : NonNegativeReals
    (0.466667, 'C') :  0.05 : 0.113796846438526 :   1.0 : False :  True : NonNegativeReals
    (0.466667, 'D') :   0.0 :  1.77240630712289 :   1.9 : False :  True : NonNegativeReals
    (0.471835, 'B') :  0.05 : 0.112129844959775 :   1.0 : False :  True : NonNegativeReals
    (0.471835, 'C') :  0.05 : 0.112129844959775 :   1.0 : False :  True : NonNegativeReals
    (0.471835, 'D') :   0.0 : 1.775740310080393 :   1.9 : False :  True : NonNegativeReals
    (0.488165, 'B') :  0.05 :  0.10716818164955 :   1.0 : False :  True : NonNegativeReals
    (0.488165, 'C') :  0.05 :  0.10716818164955 :   1.0 : False :  True : NonNegativeReals
    (0.488165, 'D') :   0.0 : 1.785663636700842 :   1.9 : False :  True : NonNegativeReals
         (0.5, 'B') :  0.05 : 0.103838284790409 :   1.0 : False :  True : NonNegativeReals
         (0.5, 'C') :  0.05 : 0.103838284790409 :   1.0 : False :  True : NonNegativeReals
         (0.5, 'D') :   0.0 : 1.792323430419122 :   1.9 : False :  True : NonNegativeReals
    (0.505168, 'B') :  0.05 : 0.102448219329835 :   1.0 : False :  True : NonNegativeReals
    (0.505168, 'C') :  0.05 : 0.102448219329835 :   1.0 : False :  True : NonNegativeReals
    (0.505168, 'D') :   0.0 : 1.795103561340269 :   1.9 : False :  True : NonNegativeReals
    (0.521498, 'B') :  0.05 : 0.098290231986649 :   1.0 : False :  True : NonNegativeReals
    (0.521498, 'C') :  0.05 : 0.098290231986649 :   1.0 : False :  True : NonNegativeReals
    (0.521498, 'D') :   0.0 : 1.803419536026639 :   1.9 : False :  True : NonNegativeReals
    (0.533333, 'B') :  0.05 : 0.095481936715811 :   1.0 : False :  True : NonNegativeReals
    (0.533333, 'C') :  0.05 : 0.095481936715811 :   1.0 : False :  True : NonNegativeReals
    (0.533333, 'D') :   0.0 : 1.809036126568313 :   1.9 : False :  True : NonNegativeReals
    (0.538501, 'B') :  0.05 : 0.094305300046833 :   1.0 : False :  True : NonNegativeReals
    (0.538501, 'C') :  0.05 : 0.094305300046833 :   1.0 : False :  True : NonNegativeReals
    (0.538501, 'D') :   0.0 : 1.811389399906269 :   1.9 : False :  True : NonNegativeReals
    (0.554832, 'B') :  0.05 : 0.090770684604181 :   1.0 : False :  True : NonNegativeReals
    (0.554832, 'C') :  0.05 : 0.090770684604181 :   1.0 : False :  True : NonNegativeReals
    (0.554832, 'D') :   0.0 : 1.818458630791571 :   1.9 : False :  True : NonNegativeReals
    (0.566667, 'B') :  0.05 : 0.088370419604898 :   1.0 : False :  True : NonNegativeReals
    (0.566667, 'C') :  0.05 : 0.088370419604898 :   1.0 : False :  True : NonNegativeReals
    (0.566667, 'D') :   0.0 : 1.823259160790135 :   1.9 : False :  True : NonNegativeReals
    (0.571835, 'B') :  0.05 :  0.08736166673573 :   1.0 : False :  True : NonNegativeReals
    (0.571835, 'C') :  0.05 :  0.08736166673573 :   1.0 : False :  True : NonNegativeReals
    (0.571835, 'D') :   0.0 : 1.825276666528471 :   1.9 : False :  True : NonNegativeReals
    (0.588165, 'B') :  0.05 : 0.084320256761983 :   1.0 : False :  True : NonNegativeReals
    (0.588165, 'C') :  0.05 : 0.084320256761983 :   1.0 : False :  True : NonNegativeReals
    (0.588165, 'D') :   0.0 : 1.831359486475963 :   1.9 : False :  True : NonNegativeReals
         (0.6, 'B') :  0.05 : 0.082245260147015 :   1.0 : False :  True : NonNegativeReals
         (0.6, 'C') :  0.05 : 0.082245260147015 :   1.0 : False :  True : NonNegativeReals
         (0.6, 'D') :   0.0 : 1.835509479705896 :   1.9 : False :  True : NonNegativeReals
    (0.605168, 'B') :  0.05 : 0.081370839048314 :   1.0 : False :  True : NonNegativeReals
    (0.605168, 'C') :  0.05 : 0.081370839048314 :   1.0 : False :  True : NonNegativeReals
    (0.605168, 'D') :   0.0 : 1.837258321903298 :   1.9 : False :  True : NonNegativeReals
    (0.621498, 'B') :  0.05 : 0.078726076789746 :   1.0 : False :  True : NonNegativeReals
    (0.621498, 'C') :  0.05 : 0.078726076789746 :   1.0 : False :  True : NonNegativeReals
    (0.621498, 'D') :   0.0 : 1.842547846420433 :   1.9 : False :  True : NonNegativeReals
    (0.633333, 'B') :  0.05 : 0.076914389186152 :   1.0 : False :  True : NonNegativeReals
    (0.633333, 'C') :  0.05 : 0.076914389186152 :   1.0 : False :  True : NonNegativeReals
    (0.633333, 'D') :   0.0 : 1.846171221627617 :   1.9 : False :  True : NonNegativeReals
    (0.638501, 'B') :  0.05 :    0.076149124607 :   1.0 : False :  True : NonNegativeReals
    (0.638501, 'C') :  0.05 : 0.076149124606999 :   1.0 : False :  True : NonNegativeReals
    (0.638501, 'D') :   0.0 : 1.847701750785923 :   1.9 : False :  True : NonNegativeReals
    (0.654832, 'B') :  0.05 : 0.073828104536593 :   1.0 : False :  True : NonNegativeReals
    (0.654832, 'C') :  0.05 : 0.073828104536593 :   1.0 : False :  True : NonNegativeReals
    (0.654832, 'D') :   0.0 : 1.852343790926735 :   1.9 : False :  True : NonNegativeReals
    (0.666667, 'B') :  0.05 : 0.072232559111198 :   1.0 : False :  True : NonNegativeReals
    (0.666667, 'C') :  0.05 : 0.072232559111198 :   1.0 : False :  True : NonNegativeReals
    (0.666667, 'D') :   0.0 : 1.855534881777521 :   1.9 : False :  True : NonNegativeReals
    (0.671835, 'B') :  0.05 :  0.07155725531264 :   1.0 : False :  True : NonNegativeReals
    (0.671835, 'C') :  0.05 :  0.07155725531264 :   1.0 : False :  True : NonNegativeReals
    (0.671835, 'D') :   0.0 : 1.856885489374637 :   1.9 : False :  True : NonNegativeReals
    (0.688165, 'B') :  0.05 : 0.069504081482856 :   1.0 : False :  True : NonNegativeReals
    (0.688165, 'C') :  0.05 : 0.069504081482856 :   1.0 : False :  True : NonNegativeReals
    (0.688165, 'D') :   0.0 : 1.860991837034204 :   1.9 : False :  True : NonNegativeReals
         (0.7, 'B') :  0.05 : 0.068088255500476 :   1.0 : False :  True : NonNegativeReals
         (0.7, 'C') :  0.05 : 0.068088255500476 :   1.0 : False :  True : NonNegativeReals
         (0.7, 'D') :   0.0 :  1.86382348899896 :   1.9 : False :  True : NonNegativeReals
    (0.705168, 'B') :  0.05 :  0.06748791395481 :   1.0 : False :  True : NonNegativeReals
    (0.705168, 'C') :  0.05 :  0.06748791395481 :   1.0 : False :  True : NonNegativeReals
    (0.705168, 'D') :   0.0 : 1.865024172090293 :   1.9 : False :  True : NonNegativeReals
    (0.721498, 'B') :  0.05 : 0.065658699585043 :   1.0 : False :  True : NonNegativeReals
    (0.721498, 'C') :  0.05 : 0.065658699585043 :   1.0 : False :  True : NonNegativeReals
    (0.721498, 'D') :   0.0 : 1.868682600829825 :   1.9 : False :  True : NonNegativeReals
    (0.733333, 'B') :  0.05 : 0.064393814325922 :   1.0 : False :  True : NonNegativeReals
    (0.733333, 'C') :  0.05 : 0.064393814325922 :   1.0 : False :  True : NonNegativeReals
    (0.733333, 'D') :   0.0 : 1.871212371348064 :   1.9 : False :  True : NonNegativeReals
    (0.738501, 'B') :  0.05 : 0.063856594679368 :   1.0 : False :  True : NonNegativeReals
    (0.738501, 'C') :  0.05 : 0.063856594679368 :   1.0 : False :  True : NonNegativeReals
    (0.738501, 'D') :   0.0 : 1.872286810641174 :   1.9 : False :  True : NonNegativeReals
    (0.754832, 'B') :  0.05 :  0.06221654386422 :   1.0 : False :  True : NonNegativeReals
    (0.754832, 'C') :  0.05 :  0.06221654386422 :   1.0 : False :  True : NonNegativeReals
    (0.754832, 'D') :   0.0 : 1.875566912271466 :   1.9 : False :  True : NonNegativeReals
    (0.766667, 'B') :  0.05 : 0.061079653124373 :   1.0 : False :  True : NonNegativeReals
    (0.766667, 'C') :  0.05 : 0.061079653124373 :   1.0 : False :  True : NonNegativeReals
    (0.766667, 'D') :   0.0 : 1.877840693751158 :   1.9 : False :  True : NonNegativeReals
    (0.771835, 'B') :  0.05 : 0.060598636608851 :   1.0 : False :  True : NonNegativeReals
    (0.771835, 'C') :  0.05 : 0.060598636608851 :   1.0 : False :  True : NonNegativeReals
    (0.771835, 'D') :   0.0 : 1.878802726782202 :   1.9 : False :  True : NonNegativeReals
    (0.788165, 'B') :  0.05 : 0.059117816798168 :   1.0 : False :  True : NonNegativeReals
    (0.788165, 'C') :  0.05 : 0.059117816798168 :   1.0 : False :  True : NonNegativeReals
    (0.788165, 'D') :   0.0 : 1.881764366403567 :   1.9 : False :  True : NonNegativeReals
         (0.8, 'B') :  0.05 : 0.058088500210675 :   1.0 : False :  True : NonNegativeReals
         (0.8, 'C') :  0.05 : 0.058088500210675 :   1.0 : False :  True : NonNegativeReals
         (0.8, 'D') :   0.0 : 1.883822999578549 :   1.9 : False :  True : NonNegativeReals
    (0.805168, 'B') :  0.05 : 0.057652796026627 :   1.0 : False :  True : NonNegativeReals
    (0.805168, 'C') :  0.05 : 0.057652796026627 :   1.0 : False :  True : NonNegativeReals
    (0.805168, 'D') :   0.0 : 1.884694407946646 :   1.9 : False :  True : NonNegativeReals
    (0.821498, 'B') :  0.05 : 0.056370046029148 :   1.0 : False :  True : NonNegativeReals
    (0.821498, 'C') :  0.05 : 0.056370046029148 :   1.0 : False :  True : NonNegativeReals
    (0.821498, 'D') :   0.0 : 1.887259907941603 :   1.9 : False :  True : NonNegativeReals
    (0.833333, 'B') :  0.05 : 0.055533588283253 :   1.0 : False :  True : NonNegativeReals
    (0.833333, 'C') :  0.05 : 0.055533588283253 :   1.0 : False :  True : NonNegativeReals
    (0.833333, 'D') :   0.0 : 1.888932823433389 :   1.9 : False :  True : NonNegativeReals
    (0.838501, 'B') :  0.05 : 0.055193380642822 :   1.0 : False :  True : NonNegativeReals
    (0.838501, 'C') :  0.05 : 0.055193380642822 :   1.0 : False :  True : NonNegativeReals
    (0.838501, 'D') :   0.0 : 1.889613238714252 :   1.9 : False :  True : NonNegativeReals
    (0.854832, 'B') :  0.05 : 0.054209543276837 :   1.0 : False :  True : NonNegativeReals
    (0.854832, 'C') :  0.05 : 0.054209543276837 :   1.0 : False :  True : NonNegativeReals
    (0.854832, 'D') :   0.0 :  1.89158091344622 :   1.9 : False :  True : NonNegativeReals
    (0.866667, 'B') :  0.05 : 0.053574631845785 :   1.0 : False :  True : NonNegativeReals
    (0.866667, 'C') :  0.05 : 0.053574631845785 :   1.0 : False :  True : NonNegativeReals
    (0.866667, 'D') :   0.0 : 1.892850736308323 :   1.9 : False :  True : NonNegativeReals
    (0.871835, 'B') :  0.05 : 0.053318933587176 :   1.0 : False :  True : NonNegativeReals
    (0.871835, 'C') :  0.05 : 0.053318933587176 :   1.0 : False :  True : NonNegativeReals
    (0.871835, 'D') :   0.0 : 1.893362132825539 :   1.9 : False :  True : NonNegativeReals
    (0.888165, 'B') :  0.05 : 0.052563796171983 :   1.0 : False :  True : NonNegativeReals
    (0.888165, 'C') :  0.05 : 0.052563796171983 :   1.0 : False :  True : NonNegativeReals
    (0.888165, 'D') :   0.0 : 1.894872407655924 :   1.9 : False :  True : NonNegativeReals
         (0.9, 'B') :  0.05 : 0.052071497863383 :   1.0 : False :  True : NonNegativeReals
         (0.9, 'C') :  0.05 : 0.052071497863383 :   1.0 : False :  True : NonNegativeReals
         (0.9, 'D') :   0.0 : 1.895857004273122 :   1.9 : False :  True : NonNegativeReals
    (0.905168, 'B') :  0.05 : 0.051873008047616 :   1.0 : False :  True : NonNegativeReals
    (0.905168, 'C') :  0.05 : 0.051873008047616 :   1.0 : False :  True : NonNegativeReals
    (0.905168, 'D') :   0.0 : 1.896253983904721 :   1.9 : False :  True : NonNegativeReals
    (0.921498, 'B') :  0.05 : 0.051339262515805 :   1.0 : False :  True : NonNegativeReals
    (0.921498, 'C') :  0.05 : 0.051339262515805 :   1.0 : False :  True : NonNegativeReals
    (0.921498, 'D') :   0.0 : 1.897321474968407 :   1.9 : False :  True : NonNegativeReals
    (0.933333, 'B') :  0.05 : 0.051030570921055 :   1.0 : False :  True : NonNegativeReals
    (0.933333, 'C') :  0.05 : 0.051030570921055 :   1.0 : False :  True : NonNegativeReals
    (0.933333, 'D') :   0.0 : 1.897938858157899 :   1.9 : False :  True : NonNegativeReals
    (0.938501, 'B') :  0.05 :  0.05091344528968 :   1.0 : False :  True : NonNegativeReals
    (0.938501, 'C') :  0.05 :  0.05091344528968 :   1.0 : False :  True : NonNegativeReals
    (0.938501, 'D') :   0.0 : 1.898173109420648 :   1.9 : False :  True : NonNegativeReals
    (0.954832, 'B') :  0.05 : 0.050596760366011 :   1.0 : False :  True : NonNegativeReals
    (0.954832, 'C') :  0.05 : 0.050596760366011 :   1.0 : False :  True : NonNegativeReals
    (0.954832, 'D') :   0.0 : 1.898806479267986 :   1.9 : False :  True : NonNegativeReals
    (0.966667, 'B') :  0.05 : 0.050408376003053 :   1.0 : False :  True : NonNegativeReals
    (0.966667, 'C') :  0.05 : 0.050408376003053 :   1.0 : False :  True : NonNegativeReals
    (0.966667, 'D') :   0.0 : 1.899183247993898 :   1.9 : False :  True : NonNegativeReals
    (0.971835, 'B') :  0.05 : 0.050334633885671 :   1.0 : False :  True : NonNegativeReals
    (0.971835, 'C') :  0.05 : 0.050334633885671 :   1.0 : False :  True : NonNegativeReals
    (0.971835, 'D') :   0.0 : 1.899330732228662 :   1.9 : False :  True : NonNegativeReals
    (0.988165, 'B') :  0.05 : 0.050128409164888 :   1.0 : False :  True : NonNegativeReals
    (0.988165, 'C') :  0.05 : 0.050128409164888 :   1.0 : False :  True : NonNegativeReals
    (0.988165, 'D') :   0.0 : 1.899743181670227 :   1.9 : False :  True : NonNegativeReals
           (1, 'B') :  0.05 :              0.05 :   1.0 : False :  True : NonNegativeReals
           (1, 'C') :  0.05 :              0.05 :   1.0 : False :  True : NonNegativeReals
           (1, 'D') :   0.0 :               1.9 :   1.9 : False :  True : NonNegativeReals

TRvar_(R1,R_large) : Reactor temperatrue profile [K]
    Size=91, Index=N_R1_R_large
    Key      : Lower : Value             : Upper : Fixed : Stale : Domain
           0 :   295 :             300.0 :   370 : False :  True : NonNegativeReals
    0.005168 :   295 : 300.6515709384635 :   370 : False :  True : NonNegativeReals
    0.021498 :   295 : 306.1742098927942 :   370 : False :  True : NonNegativeReals
    0.033333 :   295 : 311.5401893478903 :   370 : False :  True : NonNegativeReals
    0.038501 :   295 : 313.8274277159944 :   370 : False :  True : NonNegativeReals
    0.054832 :   295 : 320.6716109289616 :   370 : False :  True : NonNegativeReals
    0.066667 :   295 : 325.1962477092952 :   370 : False :  True : NonNegativeReals
    0.071835 :   295 : 327.0200315382521 :   370 : False :  True : NonNegativeReals
    0.088165 :   295 : 332.4350297773506 :   370 : False :  True : NonNegativeReals
         0.1 :   295 :  335.845945739331 :   370 : False :  True : NonNegativeReals
    0.105168 :   295 : 337.1435958676163 :   370 : False :  True : NonNegativeReals
    0.121498 :   295 : 340.6834963610394 :   370 : False :  True : NonNegativeReals
    0.133333 :   295 : 342.8749161577467 :   370 : False :  True : NonNegativeReals
    0.138501 :   295 :  343.768739729123 :   370 : False :  True : NonNegativeReals
    0.154832 :   295 : 346.3821216387425 :   370 : False :  True : NonNegativeReals
    0.166667 :   295 : 348.1000746466839 :   370 : False :  True : NonNegativeReals
    0.171835 :   295 : 348.7983893832081 :   370 : False :  True : NonNegativeReals
    0.188165 :   295 : 350.9172159582969 :   370 : False :  True : NonNegativeReals
         0.2 :   295 : 352.2806115112708 :   370 : False :  True : NonNegativeReals
    0.205168 :   295 : 352.8031574398012 :   370 : False :  True : NonNegativeReals
    0.221498 :   295 : 354.2337754312513 :   370 : False :  True : NonNegativeReals
    0.233333 :   295 : 355.1274129455481 :   370 : False :  True : NonNegativeReals
    0.238501 :   295 :   355.49484751312 :   370 : False :  True : NonNegativeReals
    0.254832 :   295 :  356.583688559996 :   370 : False :  True : NonNegativeReals
    0.266667 :   295 : 357.3138892253007 :   370 : False :  True : NonNegativeReals
    0.271835 :   295 : 357.6110957206811 :   370 : False :  True : NonNegativeReals
    0.288165 :   295 : 358.5468119870836 :   370 : False :  True : NonNegativeReals
         0.3 :   295 : 359.1525720788805 :   370 : False :  True : NonNegativeReals
    0.305168 :   295 : 359.3768733616182 :   370 : False :  True : NonNegativeReals
    0.321498 :   295 : 359.9598369601476 :   370 : False :  True : NonNegativeReals
    0.333333 :   295 : 360.3062218940052 :   370 : False :  True : NonNegativeReals
    0.338501 :   295 : 360.4472564582052 :   370 : False :  True : NonNegativeReals
    0.354832 :   295 : 360.8659794581693 :   370 : False :  True : NonNegativeReals
    0.366667 :   295 : 361.1501389020171 :   370 : False :  True : NonNegativeReals
    0.371835 :   295 :  361.262803267805 :   370 : False :  True : NonNegativeReals
    0.388165 :   295 : 361.6481499229903 :   370 : False :  True : NonNegativeReals
         0.4 :   295 : 361.8912780821974 :   370 : False :  True : NonNegativeReals
    0.405168 :   295 : 361.9683935649975 :   370 : False :  True : NonNegativeReals
    0.421498 :   295 : 362.1134977557334 :   370 : False :  True : NonNegativeReals
    0.433333 :   295 : 362.1599147083492 :   370 : False :  True : NonNegativeReals
    0.438501 :   295 : 362.1726864013226 :   370 : False :  True : NonNegativeReals
    0.454832 :   295 : 362.1963541034043 :   370 : False :  True : NonNegativeReals
    0.466667 :   295 : 362.2035778002515 :   370 : False :  True : NonNegativeReals
    0.471835 :   295 : 362.2054710410097 :   370 : False :  True : NonNegativeReals
    0.488165 :   295 : 362.2086652820429 :   370 : False :  True : NonNegativeReals
         0.5 :   295 : 362.2093347860366 :   370 : False :  True : NonNegativeReals
    0.505168 :   295 : 362.2094229434397 :   370 : False :  True : NonNegativeReals
    0.521498 :   295 : 362.2092649185978 :   370 : False :  True : NonNegativeReals
    0.533333 :   295 :  362.208903492264 :   370 : False :  True : NonNegativeReals
    0.538501 :   295 : 362.2087189324059 :   370 : False :  True : NonNegativeReals
    0.554832 :   295 : 362.2080911151826 :   370 : False :  True : NonNegativeReals
    0.566667 :   295 : 362.2076202748317 :   370 : False :  True : NonNegativeReals
    0.571835 :   295 :  362.207416530968 :   370 : False :  True : NonNegativeReals
    0.588165 :   295 : 362.2067889928255 :   370 : False :  True : NonNegativeReals
         0.6 :   295 : 362.2063526636454 :   370 : False :  True : NonNegativeReals
